subject,task_type,octave,ioi,subj_accuracy,subj_perc_resp_early,accuracy,perc_resp_early,subj_hit_rate,subj_fa_rate,hit_rate,fa_rate,subj_dprime,subj_C,dprime,C
101,0,7,400,0.6875,0.4861111111111111,0.6875,0.3958333333333333,0.7,0.3275862068965517,0.78,0.42,0.9709887172142196,-0.038906154100930845,0.9740866933305357,-0.285149867523417
101,0,7,600,0.6875,0.4861111111111111,0.7916666666666666,0.5833333333333334,0.7,0.3275862068965517,0.7,0.14,0.9709887172142196,-0.038906154100930845,1.6047198535229965,0.2779594140534576
102,1,3,400,0.7083333333333334,0.5416666666666666,0.7083333333333334,0.4166666666666667,0.6655172413793103,0.2517241379310345,0.78,0.38,1.0966422044618354,0.12075289554262725,1.0776740022880822,-0.2333562130446437
102,1,3,600,0.7083333333333334,0.5416666666666666,0.7291666666666666,0.4375,0.6655172413793103,0.2517241379310345,0.78,0.34,1.0966422044618354,0.12075289554262725,1.1846563436300896,-0.17986504237364004
102,1,5,400,0.7083333333333334,0.5416666666666666,0.6875,0.6458333333333334,0.6655172413793103,0.2517241379310345,0.54,0.18,1.0966422044618354,0.12075289554262725,1.015798808354284,0.40746568366567204
102,1,5,600,0.7083333333333334,0.5416666666666666,0.75,0.4583333333333333,0.6655172413793103,0.2517241379310345,0.78,0.3,1.0966422044618354,0.12075289554262725,1.2965937268967256,-0.12389635074032196
102,1,7,400,0.7083333333333334,0.5416666666666666,0.6458333333333334,0.8125,0.6655172413793103,0.2517241379310345,0.34,0.06,1.0966422044618354,0.12075289554262725,1.1423104651554488,0.9836183620191291
102,1,7,600,0.7083333333333334,0.5416666666666666,0.7291666666666666,0.4791666666666667,0.6655172413793103,0.2517241379310345,0.74,0.3,1.0966422044618354,0.12075289554262725,1.167745918100958,-0.059472446342438035
103,0,3,400,0.4756944444444444,0.46875,0.5625,0.4791666666666667,0.506896551724138,0.5551724137931034,0.58,0.46,-0.12145259895231492,-0.07801425213799648,0.3023271996533205,-0.0507298793151905
103,0,3,600,0.4756944444444444,0.46875,0.4583333333333333,0.4583333333333333,0.506896551724138,0.5551724137931034,0.5,0.58,-0.12145259895231492,-0.07801425213799648,-0.20189347914185074,-0.10094673957092537
103,0,5,400,0.4756944444444444,0.46875,0.4583333333333333,0.5416666666666666,0.506896551724138,0.5551724137931034,0.42,0.5,-0.12145259895231492,-0.07801425213799648,-0.20189347914185088,0.10094673957092544
103,0,5,600,0.4756944444444444,0.46875,0.5,0.4166666666666667,0.506896551724138,0.5551724137931034,0.58,0.58,-0.12145259895231492,-0.07801425213799648,0.0,-0.20189347914185074
103,0,7,400,0.4756944444444444,0.46875,0.3541666666666667,0.3541666666666667,0.506896551724138,0.5551724137931034,0.5,0.78,-0.12145259895231492,-0.07801425213799648,-0.7721932141886848,-0.3860966070943424
103,0,7,600,0.4756944444444444,0.46875,0.5208333333333334,0.5625,0.506896551724138,0.5551724137931034,0.46,0.42,-0.12145259895231492,-0.07801425213799648,0.10145975863038113,0.1511635998266603
105,1,3,400,0.6666666666666666,0.5069444444444444,0.7083333333333334,0.5416666666666666,0.6586206896551724,0.3275862068965517,0.66,0.26,0.8552898573311917,0.01894327584058314,1.055808534834322,0.115441137975756
